<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
AAAP,20160201,25.07,25.98,24.42,25.3,74600
AAL,20160201,39,39.94,38.63,39.38,12023500
AAME,20160201,4.5,4.5,4.45,4.49,2100
AAOI,20160201,15.9,16.01,15.5,15.97,263700
AAON,20160201,21.4,21.49,20.99,21.19,109500
AAPC,20160201,10.25,10.25,10.25,10.25,0
AAPL,20160201,96.47,96.71,95.4,96.43,40943500
AAWW,20160201,36.27,36.66,35.39,36.18,192800
AAXJ,20160201,49.13,49.42,48.92,49.3,1296100
ABAC,20160201,2.64,2.68,2.44,2.64,4700
ABAX,20160201,43.72,44.88,42.67,43.48,330600
ABCB,20160201,28.79,28.81,28.14,28.6,307100
ABCD,20160201,4.47,4.57,4.41,4.53,14500
ABCO,20160201,45.6,46.04,44.81,45.63,242500
ABDC,20160201,10.85,10.99,10.4,10.73,72900
ABEO,20160201,2.57,2.59,2.4,2.5,31200
ABEOW,20160201,0.7,0.73,0.7,0.7,1100
ABIL,20160201,8.13,8.13,7.5,7.61,38200
ABIO,20160201,3.75,3.92,3.67,3.8,21200
ABMD,20160201,84.13,86.12,82.01,85.46,389800
ABTL,20160201,18.09,18.52,17.82,18.14,69600
ABTX,20160201,18.83,19.85,18.45,19.77,60700
ABUS,20160201,3.15,3.29,2.98,3.13,351200
ABY,20160201,16.83,17.37,16.53,17.25,966600
ACAD,20160201,21.47,21.79,20.13,20.86,2663500
ACAS,20160201,13.92,14.24,13.92,14.12,1867400
ACAT,20160201,12.11,12.85,11.59,12.49,506600
ACBI,20160201,13.27,13.35,13.05,13.34,6700
ACET,20160201,22.75,23.05,22.3,22.9,212200
ACFC,20160201,5.55,5.82,5.45,5.77,40100
ACGL,20160201,67.13,68.13,66.65,68,443900
ACHC,20160201,60.91,62.24,58.96,61.87,815700
ACHN,20160201,6.73,6.88,6.51,6.79,1537100
ACIW,20160201,17.72,18.24,17.4,18.09,605400
ACLS,20160201,10.48,10.52,10.32,10.48,453900
ACNB,20160201,21.55,22,21.5,21.93,2800
ACOR,20160201,36.64,38.27,36.2,37.92,524500
ACRS,20160201,22.26,22.26,21.02,21.65,31300
ACRX,20160201,3.73,3.79,3.53,3.7,281400
ACSF,20160201,8.5,8.67,8.5,8.66,36800
ACST,20160201,1.54,1.56,1.53,1.55,3100
ACTA,20160201,9.39,9.47,9.18,9.43,65300
ACTG,20160201,3.73,3.79,3.6,3.73,332900
ACTX,20160201,11.41,11.41,11.41,11.41,0
ACUR,20160201,1.91,1.91,1.84,1.84,3800
ACWI,20160201,52.44,52.97,52.25,52.76,3367400
ACWX,20160201,37.01,37.41,36.91,37.28,1540500
ACXM,20160201,18.53,18.88,18.36,18.5,379200
ADAP,20160201,7.09,7.43,6.96,7.39,326100
ADBE,20160201,88.16,90.24,87.9,89.61,2893100
ADHD,20160201,5.12,5.36,5,5.23,128500
ADI,20160201,53.38,53.7,52.96,53.17,2295600
ADMA,20160201,6.88,6.88,5.82,6.01,23800
ADMP,20160201,4.71,4.8,4.53,4.77,17300
ADMS,20160201,17.08,17.72,16.69,17.14,427800
ADP,20160201,80.72,83.42,80.54,82.97,2837500
ADRA,20160201,24.53,24.7,24.51,24.7,1700
ADRD,20160201,19.48,19.67,19.43,19.56,6800
ADRE,20160201,26.73,27.03,26.59,27,4100
ADRO,20160201,14.77,15.27,14.06,14.86,485000
ADRU,20160201,19.26,19.26,19.26,19.26,100
ADSK,20160201,46.65,47.98,46.04,47.65,2164600
ADTN,20160201,18.03,18.47,17.61,18.23,517700
ADUS,20160201,21.2,21.91,20.66,21.83,68100
ADXS,20160201,6.82,7.25,6.54,7,800500
ADXSW,20160201,4.59,4.59,4.59,4.59,100
AEGN,20160201,17.77,18.46,17.75,18.28,216300
AEHR,20160201,1.5,1.58,1.27,1.32,16100
AEIS,20160201,27.87,27.87,27.07,27.58,272300
AEMD,20160201,6.3,6.49,6.26,6.49,8000
AEPI,20160201,83.31,85.2,81.56,83.2,24800
AERI,20160201,16.52,17.45,15.88,16.39,452500
AETI,20160201,2.7,2.84,2.53,2.83,17200
AEY,20160201,1.82,1.82,1.77,1.77,1400
AEZS,20160201,3.24,3.24,3.08,3.13,206600
AFAM,20160201,38,39.32,37.64,38.96,163600
AFH,20160201,17.25,17.55,17.16,17.47,31400
AFMD,20160201,3.34,3.52,3.25,3.45,161600
AFSI,20160201,28.345,28.8,28.165,28.6,413600
AGEN,20160201,3.13,3.25,3.05,3.21,885700
AGFS,20160201,5.49,5.58,5.29,5.36,60500
AGFSW,20160201,0.9,0.94,0.9,0.91,2700
AGII,20160201,56.67,57.11,56.14,56.86,116800
AGIIL,20160201,25.1,25.42,25.1,25.38,8700
AGIO,20160201,42.47,43.44,38.85,42.31,1235800
AGNC,20160201,17.05,17.07,16.81,16.9,4537100
AGNCB,20160201,23.44,23.63,23.32,23.61,24000
AGNCP,20160201,25.06,25.26,25.06,25.26,3000
AGND,20160201,43.02,43.02,43,43,300
AGRX,20160201,6.11,6.95,6.11,6.63,90400
AGTC,20160201,14.58,14.76,13.87,14.66,132300
AGYS,20160201,9.81,9.85,9.42,9.47,24200
AGZD,20160201,47.29,47.29,47.28,47.28,500
AHGP,20160201,17.5,17.85,16.56,17.37,162100
AHPI,20160201,0.91,0.91,0.91,0.91,0
AIMC,20160201,22.13,22.61,21.82,21.9,265300
AIMT,20160201,13.77,14.72,12.43,14.3,142500
AINV,20160201,5.03,5.07,4.98,5.03,1447400
AIQ,20160201,7.35,7.48,7.08,7.4,7200
AIRM,20160201,38.7,40.21,38.47,39.91,290100
AIRR,20160201,15.09,15.16,14.95,15.16,4000
AIRT,20160201,21.01,21.4,19.52,20.14,800
AIXG,20160201,3.65,3.73,3.6,3.73,8400
AKAM,20160201,45.5,45.54,44.31,45.3,2765700
AKAO,20160201,3.6,3.87,3.5,3.82,32300
AKBA,20160201,7.3,7.85,7.19,7.74,387100
AKER,20160201,1.18,1.23,1.17,1.17,8400
AKRX,20160201,26.07,26.6,25.36,26.15,1100100
AKTX,20160201,14.5,14.5,13.5,13.67,4100
ALCO,20160201,30.43,31.35,30.33,30.77,10700
ALDR,20160201,24.3,25.78,24.24,25.39,1021500
ALDX,20160201,4.78,4.8,4.75,4.8,1800
ALGN,20160201,66.11,68.03,65.58,67.55,1052800
ALGT,20160201,159.66,169.43,158.85,166.65,385700
ALIM,20160201,2.3,2.31,2.22,2.29,46900
